OPERATOR,RIG,JOBNUM,WELL,COUNTY,STATE,BHA,BHA_DESC,DATEIN,DATEOUT,DEPTHIN,DEPTHOUT,TOTAL DRILL,ROTATE DRILL,ROTATE HRS,ROTATE ROP,SLIDE ROP,AVG ROP,CIRC_HOURS,DRILLING_HOURS,SLIDE_DRILLED,SLIDE_HOURS,BIT_MAKE,BIT_MODEL,BIT_NUM,TFA,GRADEOUT,MUD_WEIGHT,FLUID_TYPE,SOLIDS,PV,YP,CHLORIDES,BHT,MOTOR_OD,MOTOR_DESCRIPTION,SN,MOTOR_MODEL,MOTOR_MAKE,BENDANGLE,BIT2BEND,MOTOR_LOBES,MOTOR_STAGES,PLANNEDDLS,ACTDLS,MOTORYIELD,ON_BTM_PRESS,RPM,DIFF_PRESS,MAX_DIFFP,ON_BTM_TQ,MAX_TORQUE,FLOW_RATE,MAX_FLOW,WOB,COMMENTS,ADDITIONAL_COMMENTS,UNPLANNED_TRIP,MOTOR_FAILURE,MWD_FAILURE,TRIP_FOR_FAILURE,NPT,HRS_TO_FAIL,NUM_STALLS,WASH_REAM_TIME,DRY_REAM_TIME,PU,ROT,SO,SURFACEFINDINGS,TROUBLESHOOTING,LAT,LONG,BRT_HRS,PHASES,MOTOR_KICKPAD_OD,MOTOR_SLEEVE_OD,MAX_DLS,REASON_POOH,STATOR_FIT,STATOR_TYPE,BHT_MIN,BHT_AVG,BHT_MAX,MWD_COMMENTS
"Rocky Creek Resources, LLC",H&P 479,DP-201004,1H - Svatek Unit - OH,Lavaca,Texas,4,9.875 Curve BHA,2/13/2020,2/14/2020,11031,11580,549,272,3.667,74.182,46.167,56.793,11.167,9.667,277,6,Drilformance,DF613 R3,4,0,,12,Oil Based,0,21,11,0,0,7,"7 4/5 7.0  Fxd @ 2.12 w/ 9 3/8 NBS, Size (in): 7.00, Coupling Housing Type: Fixed, Bend Angle: 2.12, Rotor Lobe: 4, Stator Lobe: 5, Stator Stage: 7",DFM-700-F-095,,Drilformance,2.12,4.25,4/5,7,0,0,0,4112.5,30,12.5,1050,11,0,600,0,27.75,,,0,0,0,0,0,0,3,0,0,0,0,0,,,29.61109,-97.10944,31.5,CURVE: CURVE,0,9.375,17.89,Section TD,0,,1000.25,0,0,
"Rocky Creek Resources, LLC",H&P 479,DP-201004,1H - Svatek Unit - OH,Lavaca,Texas,3,9.875 Curve BHA,2/11/2020,2/13/2020,10416,11031,615,336,4.417,76.075,24.261,38.639,18.417,15.917,279,11.5,Drilformance,DF613 R3,3,0,,12,Oil Based,0,21,11,0,0,7,"7 5/6 8.3 Fxd @ 2.12 w/ 9 3/8 NBS, Size (in): 7.00, Coupling Housing Type: Fixed, Bend Angle: 2.12, Rotor Lobe: 5, Stator Lobe: 6, Stator Stage: 8.3",DFM-700-F-091,,Drilformance,2.12,4,5/6,8.3,0,0,0,5300,56,500,1960,8,13030,743,0,25,,,1,1,1,1,0,0,20,0,0,0,0,0,,,29.61109,-97.10944,42,INT-2: INTERMEDIATE 2 / CURVE: CURVE,0,9.375,11.92,Motor Failure,0,,1000.25,0,0,
"Rocky Creek Resources, LLC",H&P 479,DP-201004,1H - Svatek Unit - OH,Lavaca,Texas,5,BHA #5 6.75 Curve & Lateral Assembly,2/16/2020,2/19/2020,11580,15934,4354,3818,43.583,87.602,46.273,78.924,60.917,55.167,536,11.583,Reed Hycalog,TK53,5,0,,15,Oil Based,0,52,18,0,0,5,"5 6/7 8.0 Fxd @ 2.00 w/SS, Size (in): 5.00, Coupling Housing Type: Fixed, Bend Angle: 2, Rotor Lobe: 6, Stator Lobe: 7, Stator Stage: 8",DFM 500-022,,Drilformance,2,4.1,6/7,8,0,0,0,5963.514,67.143,631.081,1800,9.821,5720,300.338,0,17.203,,,0,0,0,0,0,0,50,0,0,0,0,0,,,29.61109,-97.10944,90.5,CURVE: CURVE / LAT: LATERAL,0,0,9.64,Change BHA,0,,1000.25,0,0,
"Rocky Creek Resources, LLC",H&P 479,DP-201004,1H - Svatek Unit - OH,Lavaca,Texas,6,BHA # 6 Lateral Assembly,2/19/2020,2/23/2020,15934,18880,2946,2662,26.167,101.732,24.696,78.212,48.333,37.667,284,11.5,Reed Hycalog,TK53,6,0,,15,Oil Based,0,0,0,0,0,5,"5 6/7 8.0 Fxd @ 2.00 w/SS, Size (in): 5.00, Coupling Housing Type: Fixed, Bend Angle: 2, Rotor Lobe: 6, Stator Lobe: 7, Stator Stage: 8",DFM 500-014,,Drilformance,2,4.1,6/7,8,0,0,0,6456.863,63,517.647,1800,8.875,5720,294.294,0,18.392,,,0,0,0,0,0,0,0,0,0,0,0,0,,,29.61109,-97.10944,77.5,LAT: LATERAL,0,0,5.61,Section TD,0,,1000.25,0,0,
"Rocky Creek Resources, LLC",H&P 479,DP-201004,1H - Svatek Unit - OH,Lavaca,Texas,1,BHA #1,2/6/2020,2/6/2020,88,3000,2912,2812,8.583,327.612,100,303.861,11.667,9.583,100,1,Ulterra,U616M,1,0,,8.6,Water,0,1,1,0,0,8,"8 7/8 4.0 Fxd @ 1.75 w/14 Stab, Size (in): 8.00, Coupling Housing Type: Fixed, Bend Angle: 1.75, Rotor Lobe: 7, Stator Lobe: 8, Stator Stage: 4",BPG2800-0001,,Bico,1.75,0,7/8,4,0,0,0,1653.226,68.333,227.419,1000,4,16540,632.968,0,19.677,,,0,0,0,0,0,0,0,0,0,0,0,0,,,29.61109,-97.10944,21,SURFACE: SURFACE,0,14,0.96,Section TD,0,,1000.25,0,0,
"Rocky Creek Resources, LLC",H&P 479,DP-201004,1H - Svatek Unit - OH,Lavaca,Texas,2,BHA #2,2/8/2020,2/11/2020,3000,10416,7416,6988,27.417,254.881,28.22,174.153,45.417,42.583,428,15.167,Ulterra,SPL616,2,0,,12,Oil Based,0,10,8,0,0,8,"8 7/8 4.0 Fxd @ 1.75 w/ 9 3/8 NBS, Size (in): 8.00, Coupling Housing Type: Fixed, Bend Angle: 1.75, Rotor Lobe: 7, Stator Lobe: 8, Stator Stage: 4",BPG2800-004,,Bico ,1.75,5.65,7/8,4,0,0,0,3092.169,45,503.012,1000,11.8,0,721.133,0,23.41,,,0,0,0,0,0,0,10,0,0,0,0,0,,,29.61109,-97.10944,59,INT-2: INTERMEDIATE 2,0,9.375,1.04,Change BHA,0,,1000.25,0,0,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210058,NO 5H - CREED - Wellbore 1,Fayette,Texas,5,BHA 5,1/30/2022,1/31/2022,13088,13270,182,0,0,0,48.533,48.533,5.417,3.75,182,3.75,Ulterra,CF613,5,1.167,1-2-BT-G-X-I-BHA,12.8,OBM,24.5,16,7,38000,0,6.625,6 3/4 4/5 -7.0 Adj@ 2.75 True Slick,CD6715,,Patriot,2.75,5.3,4/5,7.0,10,23,0,4527.59,73,725.87,1580,15,9980,765.52,600,0,,Motor performed as expected held good differential and drained good with minimal slack in bearings. POOH after projecting needing 7s to land,0,0,0,0,0,0,3,0,0,225,215,205,,,29.83949,-96.74744,9.667,CURVE: CURVE,7.125,0,23,Change BHA,0.006,HP,0,242,0,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210058,NO 5H - CREED - Wellbore 1,Fayette,Texas,4,BHA 4,1/28/2022,1/30/2022,11930,13087,1157,661,6.417,103.013,41.622,63.109,23.75,18.333,496,11.917,Ulterra,U611S,4,1.035,1-3-BT-G-X-I-BHA,12.8,OBM,24.5,16,7,38000,0,7,"7"" 5/6 8.4 FBH 2.12",CD700059,,Patriot,2.12,4.9,5/6,8.4,10,5,0,4527.59,73.1,725.87,1785,15,11772,765.52,700,11.11,,POOH for build rates in curve. BUild rates never came on strong POOH Needing 16.5. Motor drained good with minimal slack in bearings Bit Graded 1/3 with broken cutters on the gauge.,1,0,0,0,0,0,0,0,0,225,215,205,,,29.83949,-96.74744,44.417,INT-2: INTERMEDIATE 2 / CURVE: CURVE,7.125,0,8.03,,0.006,HP,0,250,252.8,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210058,NO 5H - CREED - Wellbore 1,Fayette,Texas,1,BHA 1,11/26/2021,11/27/2021,120,1732,1612,1612,7.333,219.818,0,219.818,10.5,7.333,0,0,Ulterra,U616S,1,0.994,0-0-X-I-TD,9,Water,0,0,0,0,0,7.875,7/8 - 4.0 Fxd @ 1.75 W/17NBS,CD808,,Patriot,1.75,5.6,7/8,4.0,0,0,0,1337.5,63.5,227.5,900,3.2,15075,650,900,14,,Motor Performed as expected drained good W/ Minimal slack in bearings Bit was Green No Dull characteristics and will be Re-Ran on next surface,0,0,0,0,0,0,0,0,0,100,95,90,,,29.83949,-96.74744,25,Surface: Surface / STBY: STANDBY,8,17,0.87,Section TD,0.01,HR,1000.25,0,0,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210058,NO 5H - CREED - Wellbore 1,Fayette,Texas,2,BHA 2,12/2/2021,12/5/2021,1732,9095,7363,7363,34.75,211.885,0,211.885,44.167,34.75,0,0,Ulterra,SPL616,2,0.825,1-1-CT-G-X-I-DTF,9,Water,0,0,0,0,0,8,7/8 4.0 Fxd @0.00 W/12 1/8 NBS,BPG800-0050,SS100HP,BICO,0,0,7/8,4.0,1.5,0,0,3333.923,81.462,464.308,1400,8.769,23156,750,900,20.769,,"Motor and BHA performed as expected. 
Motor Drained. No visible or audible damage or reasons for concern",0,0,1,0,0,0,0,0,0,158,150.692,145.692,"Tool communicated, tap tested. Pulled mwd out, poppet washed, (threads for poppet bolt were starting to wash) both centralizer fins on the X-Tool were completely washed, and the inner sleeve on the muleshoe was washed as well. Knocked out the muleshoe, and 3/4 of a fin were on top of the muleshoe","Drilling ahead had 110-115 lb pulses, shutdown to work on pumps. Brought pumps back on and had 60-70 lb pulses for about 10 ft, hit a little diff spike, and pulses went down to 5 to 7. changed out transducer, isolated pumps, (as im telling the driller to isolate pumps, his derrick hand said there was a sponge on top of one of the valves) both pumps 
were reading the same off bottom pressure. drilled a stand down, barely got a survey, and pumped hi-vis followed by low-vis sweep. drilled another stand down could not get a survey, and pumped 20 barrels of fresh water.",29.83949,-96.74744,74.75,INT-1: INTERMEDIATE 1,0,12.125,1.2,MWD Failure,0.006,HP,1000.25,0,0,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210058,NO 5H - CREED - Wellbore 1,Fayette,Texas,3,BHA 3,12/5/2021,12/8/2021,9095,11930,2835,2835,17.417,162.775,0,162.775,34.083,17.417,0,0,Ulterra,SPL616,2,0.825,1-1-NO-A-X-I-NO-TD,9.8,Water,5,1,4,800,0,8,7/8 4.0 Fxd @0.00 W/12 1/8 NBS,BPG800-0047,SS100HP,BICO,0,0,7/8,4.0,1.5,2,0,4527.586,73.103,725.862,1400,15,23156,765.517,900,30,,"BHA performed fairly well. Diff was ran on the high end and motor did well.  Dtec RSS only gave about 2 degrees per 100 but was enough to keep in line and close to plan. Motor drained and had no visible or audible damage. RSS visually inspected with no issues to report. 
Bit Grade 1-1-NO-A-X-I-NO-TD",0,0,0,0,0,0,0,1,0,225,215,205,,,29.83949,-96.74744,75.5,INT-1: INTERMEDIATE 1,0,12.125,1.69,,0.006,HP,1000.25,0,0,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210058,NO 5H - CREED - Wellbore 1,Fayette,Texas,6,BHA 6,1/31/2022,2/12/2022,13270,19050,5780,5405,57.833,93.458,21.845,77.067,166.583,75,375,17.167,Ulterra,CF613,5,1.167,TD,12.65,OBM,25.5,17,8,36000,0,7,7 7/8 6.1 2.00 FBH (-0.026),BPB5700-0032,SSS100,BICO,2,4.93,7/8,6.1,0,0,0,5295.84,61.92,502.21,1800,16.74,17100,615.54,700,22.24,,Well was called TD with this run. Motor drained good no slack seen.,0,0,0,0,0,0,0,0,0,330,277,239,,,29.83949,-96.74744,277.5,CURVE: CURVE / LAT: LATERAL,7.125,0,16.11,Well TD,-0.025,HP,0,0,0,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210057,NO 1H - CREED - Wellbore 1,Fayette,Texas,5,BHA 5,12/23/2021,12/25/2021,10718,12566,1848,1693,15.083,112.243,34.444,94.366,29.083,19.583,155,4.5,Ulterra,611S,4,1.035,1-3-BT-S-X-I-BHA,11.7,WBM,16.6,25,15,1800,0,7,5/6 9.4 Fxd @ 2.12 Slick,CD700062,5/6 9.4,Patriot,2.12,4.4,5/6,9.4,0,0,0,2100,40,233.33,2030,8.5,11644,556.67,700,15.24,MTR Failed - Motor stalled out and flopped in hole and was stuck for about 2 hours finally pulled free pulled up and circulated to condition mud. Tripped back in and rsumed sliding at KOP motor took a 500psi bite and would not drill it off. Picked up off bottom and motor held 500-600psi off bottom decision was made T/POOH at surface motor had approximately 1/4 slack in bearings and was draining on its own.,Motor stalled out and flopped in hole and was stuck for about 2 hours finally pulled free pulled up and circulated to condition mud. Tripped back in and rsumed sliding at KOP motor took a 500psi bite and would not drill it off. Picked up off bottom and motor held 500-600psi off bottom decision was made T/POOH at surface motor had approximately 1/4 slack in bearings and was draining on its own.,0,1,0,0,0,0,4,0,0,285,270,265,,,29.83953,-96.7474,53.5,INT-2: INTERMEDIATE 2 / CURVE: CURVE,7.25,0,3.33,Motor Failure,0.002,SH88,0,0,0,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210057,NO 1H - CREED - Wellbore 1,Fayette,Texas,6,BHA 6,12/25/2021,12/28/2021,12566,14149,1583,848,9.5,89.263,42.201,58.811,30.333,26.917,735,17.417,Ulterra,CF613,5,1.167,1-2-BT-S-X-I-HC-BHA,11.7,WBM,16.6,25,15,1800,0,6.875,5/6 9.4 Fxd@ 2.12 Slick,CD700063,5/6 9.4,Patriot,2.12,4.4,5/6,9.4,10,14,0,3120,84.48,457.07,2030,7.38,11644,757.79,700,12,P/U Lateral Assy. - Primary purpose of BHA was to drill 10 degree curve and continue in the lateral. Curve went as planned motor yielding up 14s. Curve was landed @ 12736 MD and continued on to 14149 md. Call was made to POOH early and P/U Lateral Assembly. BHA had very little build or walk tendency drilled relatively straight and true. No visual or audible damage once above rotary. Motor drained and had minimal slack in bearing section. Overall good performnance.,P/U Lateral Assy. - Primary purpose of BHA was to drill 10 degree curve and continue in the lateral. Curve went as planned motor yielding up 14s. Curve was landed @ 12736 MD and continued on to 14149 md. Call was made to POOH early and P/U Lateral Assembly. BHA had very little build or walk tendency drilled relatively straight and true. No visual or audible damage once above rotary. Motor drained and had minimal slack in bearing section. Overall good performnance.,0,0,0,0,0,0,0,0,0,158,152,148,,,29.83953,-96.7474,59.333,CURVE: CURVE / LAT: LATERAL,7.125,0,15.33,Change BHA,0.001,HS88,0,0,0,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210057,NO 1H - CREED - Wellbore 1,Fayette,Texas,7,BHA 7,12/28/2021,12/30/2021,14149,14149,0,0,0,0,0,0,10.917,0,0,0,Ulterra,CF613,,1.132,0-0-NO-A-X-I-NO-BHA,11.7,WBM,16.6,25,15,1800,0,7,Bico 7 in. SSS100,BPB5700-0012,,,0,0,5/6,8.4,1.5,1.5,0,3120,84.48,457.07,1950,7.38,25000,757.79,700,0,"Stuck Pipe - At 10:15 on 12/13 we circulated and worked pipe with one pump while rig crew repaired the other. At 14:30 on same day the swivel packing started leaking. Rigged up pump sub and circulated with one pump @ 167 GPM till 23:45. At which point we determined we were stuck. Worked stuck pipe till 18:20 then pumped 20% acid and placed on backside. Stuck pipe came free and TOOH to inpsect and change out BHA. 
While in hole BHA performed well. Motor output was sufficient with given drilling parameters. RSS responded to given downlinks and yielded as expected. Above rotary there was no visual or audible damage in motor. RSS intact and no issues to report. No damage to bit call was made to re-run. Bit Grade 1-1-NO-A-X-I-NO-BHA","At 10:15 on 12/13 we circulated and worked pipe with one pump while rig crew repaired the other. At 14:30 on same day the swivel packing started leaking. Rigged up pump sub and circulated with one pump @ 167 GPM till 23:45. At which point we determined we were stuck. Worked stuck pipe till 18:20 then pumped 20% acid and placed on backside. Stuck pipe came free and TOOH to inpsect and change out BHA. 
While in hole BHA performed well. Motor output was sufficient with given drilling parameters. RSS responded to given downlinks and yielded as expected. Above rotary there was no visual or audible damage in motor. RSS intact and no issues to report. No damage to bit call was made to re-run. Bit Grade 1-1-NO-A-X-I-NO-BHA",0,0,0,0,0,0,1,2,0,158,152,148,,,29.83953,-96.7474,55,LAT: LATERAL,0,0,1.77,Stuck Pipe,0,,0,0,0,Unable to loosen castle nut on lock down component. Laid down entire MWD tool inside Monel and UBHO.
"Ramtex Energy, LLC",Patterson 266,TX-FP-210057,NO 1H - CREED - Wellbore 1,Fayette,Texas,8,BHA 8,12/30/2021,1/1/2022,14149,14149,0,0,0,0,0,0,28.167,0,0,0,Ulterra,CF613,6,1.132,,11.7,WBM,16.6,25,15,1800,0,7,7 in. 5/6 9.4 @ 1.83 (Grp 0),CD700036,5/6 9.4,Patriot,1.83,4.3,5/6,9.4,0,0,10,3120,84.48,457.07,2030,7.38,11644,757.79,700,0,"Pressure Increase while TIH - While washing and reaming to bottom with very low GPM, Pason showed a significant pressure increase. Call was made to POOH and inspect Agitator. No sign of failure was found, continued out and found the bit had 3 plugged jets. Co-Man made the call the lay down motor and pick up new to remain cautious.","Pressure Increase while TIH - While washing and reaming to bottom with very low GPM, Pason showed a significant pressure increase. Call was made to POOH and inspect Agitator. No sign of failure was found, continued out and found the bit had 3 plugged jets. Co-Man made the call the lay down motor and pick up new to remain cautious.",0,0,0,0,0,0,0,0,0,158,152,148,,,29.83953,-96.7474,51,LAT: LATERAL,7.25,0,0,Change BHA,0.03,PVGO,1000,0,0,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210057,NO 1H - CREED - Wellbore 1,Fayette,Texas,9,BHA 9,1/1/2022,1/17/2022,14149,16835,2686,2396,36.8,65.109,14.262,47.013,167.467,57.133,290,20.333,Ulterra,CF613,6,1.132,1-1-CT-S-X-I-LT-BHA,13,OBM,27,26,7,37000,0,7,7 in 5/6 8.3 @ 1.83 FBH (CLR .035),M-700-050,5/6 8.3,DrillFormance,1.83,4.19,5/6,8.3,0,0,10,5553.85,60,453.85,2030,14000,11644,654,750,25,DP Twist off - Motor pressured up and held 400 psi for a while decision was made to POOH. While POOH friction weld on DP Tool Joint failed and we had to go fishing. Retrieved fish on third attempt and laid down entire BHA. Could not turn motor on surface due to rotary table.,DP Twist off - Motor pressured up and held 400 psi for a while decision was made to POOH. While POOH friction weld on DP Tool Joint failed and we had to go fishing. Retrieved fish on third attempt and laid down entire BHA. Could not turn motor on surface due to rotary table.,0,0,0,0,0,0,1,0,0,320,290,275,,,29.83953,-96.7474,383,LAT: LATERAL,7.25,0,2.96,Drill Pipe Twist Off,0.035,NBR-HPW,0,295,321,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210057,NO 1H - CREED - Wellbore 1,Fayette,Texas,10,BHA 10,1/18/2022,1/23/2022,16835,19145,2310,2131,24.833,85.812,10.97,56.136,71.567,41.15,179,16.317,Ulterra,CF 613,,1.167,1-4-BT-S-X-I-CT-DTF,12.95,OBM,26,22,8,40000,0,7,7 in 5/6 8.3 @ 1.83 FBH (CLR -0.031),DFM700-109,5/6 8.3,DrillFormance,1.83,4,5/6,8.3,0,0,10,5553.85,60,453.85,2030,0,11644,654,750,15,MWD Failed AT TD - While drilling ahead MWD quit pulsing and decided to POOH Motor Drained good with about 1/4 slack in bearings bit graded 1/4 with chipped teeth and missing cutters on shoulder and gauge,MWD Failed AT TD - While drilling ahead MWD quit pulsing and decided to POOH Motor Drained good with about 1/4 slack in bearings bit graded 1/4 with chipped teeth and missing cutters on shoulder and gauge,0,0,1,0,0,0,0,0,0,320,290,275,,,29.83953,-96.7474,125.25,LAT: LATERAL,7.25,0,1.97,Well TD,-0.031,NBR-HPO,0,0,0,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210057,NO 1H - CREED - Wellbore 1,Fayette,Texas,1,BHA 1,11/28/2021,11/29/2021,118,1740,1622,1602,9.25,173.189,240,173.786,15.75,9.333,20,0.083,Ulterra,U616S,1,0.994,1-1-WT-A-X-I-NO-TD,9.7,WBM,10.2,2,2,500,0,7.875,7/8 - 4.0 Fxd @ 1.75 W/17NBS,CD808,7/8 4.0,Patriot,1.75,5.6,7/8,4.0,0,0,0,1287.5,25,243.33,900,2,15075,658.33,900,5,Section TD ,Motor and BHA perfomed as expected. Above rotary no visible or audible damage.,0,0,0,0,0,0,0,2,0,81,77,73,,,29.83953,-96.7474,28.75,Surface: Surface,8,17,1.47,Section TD,0.01,HR,0,0,0,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210057,NO 1H - CREED - Wellbore 1,Fayette,Texas,2,BHA 2,12/11/2021,12/15/2021,1740,8196,6456,6456,29.917,215.799,0,215.799,43.167,29.917,0,0,Ulterra,SPL616,2,0.825,,9.8,WBM,10,10,2,2400,0,8,7/8 4.0 Fxd @0.00 W/12 1/8 NBS,BPG800-0050,SS100HP,BICO,0,0,7/8,4.0,0,0,0,3132.8,84.41,462.46,1400,7.41,23156,757.66,900,17.29,,"Had hole problems, we got stuck had to pump acid to get free. Motor drained good no slack seen no visible damage seen on RSS or Motor",0,0,0,0,0,0,1,0,0,159,153,149,,,29.83953,-96.7474,101.5,INT-1: INTERMEDIATE 1,0,12.12,1.77,Hole problems,0,,0,0,0,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210057,NO 1H - CREED - Wellbore 1,Fayette,Texas,3,BHA 3,12/15/2021,12/18/2021,8196,9094,898,898,5.333,168.375,0,168.375,17.5,5.333,0,0,Ulterra,SPL 616,2,0.825,0-0-NO-X-I-,9.8,WBM,10,10,2,2400,0,7.875,7/8 4.0 Fxd @0.00 W/12 1/8 NBS,BPG800-0047,SS100,BICO,0,0,7/8,4.0,0,0,0,3132.8,84.41,462.46,1400,7.41,23156,757.66,900,25.56,Stuck Pipe in Hole & Freed with 20% HCL acid. POOH motor filter sub & RSS would not beak apart and were laid down as a whole.,Stuck Pipe in Hole & Freed with 20% HCL acid. POOH motor filter sub & RSS would not beak apart and were laid down as a whole.,0,0,0,0,0,0,0,0,0,159,153,149,,,29.83953,-96.7474,63.75,INT-1: INTERMEDIATE 1,0,12.12,1.59,Stuck Pipe,0,,0,0,0,
"Ramtex Energy, LLC",Patterson 266,TX-FP-210057,NO 1H - CREED - Wellbore 1,Fayette,Texas,4,BHA 4,12/18/2021,12/21/2021,9094,10718,1624,1450,10.833,133.846,25.778,92.36,25.167,17.583,174,6.75,Ulterra,SPL 616,3,0.825,0-0-NO-X-I-TD,9.9,WBM,11.4,11,12,3500,0,7.875,7/8 4.0 Fxd @ 1.83 Slick,BPG2800-0053,SS100,BICO,1.83,8.7,7/8,4.0,0,0,0,4215,66,725,1400,12.6,23156,789.5,900,15,Motor drained good with minimal slack in bearings Motor yields were minmal while trying to hold angle so dropped out early and TD section.  Bit was green,Motor drained good with minimal slack in bearings Motor yields were minmal while trying to hold angle so dropped out early and TD section.  Bit was green,0,0,0,0,0,0,0,0,0,290,250,225,,,29.83953,-96.7474,55,INT-1: INTERMEDIATE 1,8.125,0,1.37,Section TD,0,,0,0,0,
"Riley Permian Operating Co., LLC",Energy 16,TX-FP-210072,3H - THOMPSON-KUNZE 3H - ST01,Lee,Texas,4,BHA 4,2/10/2022,2/11/2022,9340,10160,820,676,3.833,176.348,61.714,132.973,8.583,6.167,144,2.333,Drilformance,DF613,4,1.116,0-0-NO-A-X-I-NO-DTF,10.5,OBM,8,10,9,50000,0,5,5 Motor 6/7 8.0 FBH @ 2.0 5 7/8 BS (Standard .010),51XD-547,6/7 8.0,Leam,2,4.53,6/7,8.0,9,15.2,10,5182.35,68.18,454.11,1840,3.75,5741,341.18,350,19.55,MWD Failed ,MWD Failed ,0,0,1,1,0,0,0,0,0,150,140,130,"MWD Tool had no physical damage. Lower End when compressed expelled mud as expected. No wash to tool, Poppet or Muleshoe Sleeve. MWD Tool Failed Surface Tap Test, Flow Test and would not pulse at all. We were able to communicate with the tool and download the memory from the tool so the electronics were still operating, but the pulser was non-functional.","Changed Transducer and Transducer Cable. Attempted different Flow Rates (200-300 GPM). Attempted recycling and working the pipe to jar the MWD Tool. Attempted leaving the pumps off for a few minutes to ensure MWD Tool was shutting off. Changed and Checked Mud Pumps. Issue first happened in the morning around 0500 and the tool began operating as normal so we proceeded to drill ahead. After a few hours of drilling and a few recycles, the tool flatlined and we began troubleshooting again, attempting the same steps as before.",30.08278,-96.91568,40.25,CURVE: CURVE / LAT: LATERAL,5.375,5.875,15.2,MWD Failure,-0.01,NBR,0,13.17,223.9,"Initially the MWD Tool flatlined after drilling out cement, but it came back and was operating as expected. After drilling ahead in the lateral a few hundred feet, the tool flatlined again and did not comeback. After attempting troubleshooting steps the decision was made to POOH for an MWD Failure."
"Riley Permian Operating Co., LLC",Energy 16,TX-FP-210072,3H - THOMPSON-KUNZE 3H - ST01,Lee,Texas,5,BHA 5,2/12/2022,2/14/2022,10160,14178,4018,3284,23.083,142.267,56.102,111.097,37.917,36.167,734,13.083,Drilformance,DF613,4,1.116,,13,OBM,18,17,11,48000,0,5,5 Motor 6/7 8.0 FBH @ 1.75  Slick  (Standard 0.0),51XD-569,,DIG,1.75,4.48,6/7,8.0,0,0,0,5173.68,70,773.68,1840,8,5741,325,350,18.66,hole Issues ,hole Issues ,0,0,0,0,0,0,0,0,0,150,140,121,,,30.08278,-96.91568,46,LAT: LATERAL,5.25,0,6.73,Hole problems,0,NBR,0,190,252,
